,item_name,First_Part,Type
1447,BRILANTE - Tube of 30ml INTENSE SERUM,BRILANTE,TUBEOF30MLINTENSESERUM
1448,Brilante Intense - Tube of 100ml Cleanser,BRILANTEINTENSE,TUBEOF100MLCLEANSER
1449,Brilante Intense - Tube of 50ml Cleanser,BRILANTEINTENSE,TUBEOF50MLCLEANSER
1450,Brilante Intense Brightening - Bottle of 50ml Serum,BRILANTEINTENSEBRIGHTENING,BOTTLEOF50MLSERUM
1451,Brilinta 60mg - Strip of 14 Tablets,BRILINTA60MG,STRIPOF14TABLETS
1452,Brilinta 90 - Bottle of 180 Tablets,BRILINTA90,BOTTLEOF180TABLETS
1453,Brilinta 90 mg - Strip of 14 Tablets,BRILINTA90MG,STRIPOF14TABLETS
1454,Brilinzo 600 - Strip of 10 Tablets,BRILINZO600,STRIPOF10TABLETS
1455,Brillinz Brightening - Bottle of 100ml Face Wash,BRILLINZBRIGHTENING,BOTTLEOF100MLFACEWASH
1456,Brillo 180 - Strip of 10 Tablets,BRILLO180,STRIPOF10TABLETS
1457,Brimo - Bottle of 5 ml Solution,BRIMO,BOTTLEOF5MLSOLUTION
1458,Brimochek - Bottle of 5 ml Eye Drops,BRIMOCHEK,BOTTLEOF5MLEYEDROPS
1459,Brimochek T - Bottle of 5ml Eye Drops,BRIMOCHEKT,BOTTLEOF5MLEYEDROPS
1460,Brimocom - Bottle of 5 ml Eye Drops,BRIMOCOM,BOTTLEOF5MLEYEDROPS
1461,Brimodin - Bottle of 5 ml Eye Drops,BRIMODIN,BOTTLEOF5MLEYEDROPS
1462,Brimollient - Bottle of 200 milliliters Lotion,BRIMOLLIENT,BOTTLEOF200MILLILITERSLOTION
1463,Brimolol - Bottle of 5 ml Eye Drops,BRIMOLOL,BOTTLEOF5MLEYEDROPS
1464,Brimonid - Bottle of 5ml Eye Drops,BRIMONID,BOTTLEOF5MLEYEDROPS
1465,Brimopress T - Bottle of 5ml Eye Drops,BRIMOPRESST,BOTTLEOF5MLEYEDROPS
1466,Brimosoft - Bottle of 5ml Eye Drops,BRIMOSOFT,BOTTLEOF5MLEYEDROPS
1467,BRIMOSOFT-T - Bottle of 5 ml Eye Drops,BRIMOSOFTT,BOTTLEOF5MLEYEDROPS
1468,Brimosun LS - Bottle of 5 ml Eye Drops,BRIMOSUNLS,BOTTLEOF5MLEYEDROPS
1469,Brimosun P - Bottle of 5 ml Eye Drops,BRIMOSUNP,BOTTLEOF5MLEYEDROPS
1470,Brimotas T - Bottle of 5 ml Eye Drops,BRIMOTAST,BOTTLEOF5MLEYEDROPS
1471,BRIMOTIM - Bottle of 5ml Eye Drops,BRIMOTIM,BOTTLEOF5MLEYEDROPS
1472,Brinda 50 - Strip of 10 Tablets,BRINDA50,STRIPOF10TABLETS
1473,Brinergy - Strip of 10 Tablets,BRINERGY,STRIPOF10TABLETS
1474,Brinergy - Strip of 10 Tablets,BRINERGY,STRIPOF10TABLETS
1475,Brinolar - Bottle of 5 ml Eye Drops,BRINOLAR,BOTTLEOF5MLEYEDROPS
1476,Brinolar - Bottle of 5 ml Eye Drops (BKC Free),BRINOLAR,BOTTLEOF5MLEYEDROPS(BKCFREE)
1477,Brintellix 10 Mg - Strip of 10 Tablets,BRINTELLIX10MG,STRIPOF10TABLETS
1478,Brintellix 20 Mg - Strip of 10 Tablets,BRINTELLIX20MG,STRIPOF10TABLETS
1479,Brintellix 5 Mg - Strip of 10 Tablets,BRINTELLIX5MG,STRIPOF10TABLETS
1480,Brintop 5% Lotion 60 ml,BRINTOP5%LOTION60ML,
1481,Brintop Diva 2% W/V - Bottle of 120 ml Topical Solution,BRINTOPDIVA2%W/V,BOTTLEOF120MLTOPICALSOLUTION
1482,Brintop Diva 5% W/V - Bottle of 120 ml Topical Solution,BRINTOPDIVA5%W/V,BOTTLEOF120MLTOPICALSOLUTION
1483,Brintop F - Bottle of 100 ml Solution,BRINTOPF,BOTTLEOF100MLSOLUTION
1484,Brintop F 5% - Bottle of 100 ml Solution,BRINTOPF5%,BOTTLEOF100MLSOLUTION
1485,Brinzagan - Bottle of 5 ml Suspension,BRINZAGAN,BOTTLEOF5MLSUSPENSION
1486,Brinzemic-B - Bottle of 5ml Eye Drops,BRINZEMICB,BOTTLEOF5MLEYEDROPS
1487,Brinzodoc - Bottle of 5ml Eye Drops,BRINZODOC,BOTTLEOF5MLEYEDROPS
1488,Brinzotim - Bottle of 5 ml Eye Drops,BRINZOTIM,BOTTLEOF5MLEYEDROPS
1489,Brinzox - Bottle of 5 ml Eye Drops,BRINZOX,BOTTLEOF5MLEYEDROPS
1490,Brinzox-T - Bottle of 5 ml Suspension,BRINZOXT,BOTTLEOF5MLSUSPENSION
1491,Brio B - Bottle of 5ml Eye Drops,BRIOB,BOTTLEOF5MLEYEDROPS
1492,Brio B - Bottle of 5ml Eye Drops,BRIOB,BOTTLEOF5MLEYEDROPS
1493,Brio T - Bottle of 5ml Eye Drops,BRIOT,BOTTLEOF5MLEYEDROPS
1494,Briopin Forte Softgel - Strip of 10 Capsules,BRIOPINFORTESOFTGEL,STRIPOF10CAPSULES
1495,Briopt - Bottle of 5 ml Eye Drop,BRIOPT,BOTTLEOF5MLEYEDROP
1496,BRIPCA-100 - Strip of 14 Tablets,BRIPCA100,STRIPOF14TABLETS
1497,BRIPCA-25 - Strip of 14 Tablets,BRIPCA25,STRIPOF14TABLETS
1498,BRIPCA-50 - Strip of 14 Tablets,BRIPCA50,STRIPOF14TABLETS
1499,Briprotein Vanilla Flavour Protein - Pack of 200g Powder,BRIPROTEINVANILLAFLAVOURPROTEIN,PACKOF200GPOWDER
1500,Briq - Strip of 10 Capsules,BRIQ,STRIPOF10CAPSULES
1501,Brisc - Bottle of 200ml Syrup,BRISC,BOTTLEOF200MLSYRUP
1502,Brisc - Strip of 10 Tablets,BRISC,STRIPOF10TABLETS
1503,Brisc - Strip of 10 Tablets,BRISC,STRIPOF10TABLETS
1504,Brisk-Q - Strip of 10 Tablets,BRISKQ,STRIPOF10TABLETS
1505,Bristaa - Pack of 20g Cream,BRISTAA,PACKOF20GCREAM
1506,BRISTAA INTENSE - Bottle of 20g Cream,BRISTAAINTENSE,BOTTLEOF20GCREAM
1507,BRITAM 10 - Bottle of 100 ml Oral Solution,BRITAM10,BOTTLEOF100MLORALSOLUTION
1508,BRITAM 100 - Strip of 10 Tablets,BRITAM100,STRIPOF10TABLETS
1509,BRITAM 25 - Strip of 10 Tablets,BRITAM25,STRIPOF10TABLETS
1510,BRITAM 50 - Strip of 10 Tablets,BRITAM50,STRIPOF10TABLETS
1511,BRITAM 75 - Strip of 10 Tablets,BRITAM75,STRIPOF10TABLETS
1512,BRITE - Bottle of 10 ml Eye Drops,BRITE,BOTTLEOF10MLEYEDROPS
1513,Brite - Tube of 20g Cream,BRITE,TUBEOF20GCREAM
1514,Brite Lite - Tube of 20g Cream,BRITELITE,TUBEOF20GCREAM
1515,Britered - Bottle of 30 Tablets,BRITERED,BOTTLEOF30TABLETS
1516,BRITESITE - Bottle of 10ml Eye Drops,BRITESITE,BOTTLEOF10MLEYEDROPS
1517,Britiblu - Bottle of 5 Ml Eye Drops,BRITIBLU,BOTTLEOF5MLEYEDROPS
1518,Britiblu BF - Vial of 5 ml Eye Drops,BRITIBLUBF,VIALOF5MLEYEDROPS
1519,Britivin - Bottle of 5ml Eye Drops,BRITIVIN,BOTTLEOF5MLEYEDROPS
1520,Britorva 20mg - Strip of 15 Tablets,BRITORVA20MG,STRIPOF15TABLETS
1521,BRITUM 500MG - Strip of 10 Tablets,BRITUM500MG,STRIPOF10TABLETS
1522,Britvit - Strip of 10 Tablets,BRITVIT,STRIPOF10TABLETS
1523,BRITVOG 0.2MG - Strip of 10 Tablets,BRITVOG0.2MG,STRIPOF10TABLETS
1524,Britvog 0.3mg - Strip of 15 Tablets,BRITVOG0.3MG,STRIPOF15TABLETS
1525,Britzilam - Bottle of 100ml Oral Solution,BRITZILAM,BOTTLEOF100MLORALSOLUTION
1526,Britzilam 10 - Strip of 14 Tablets,BRITZILAM10,STRIPOF14TABLETS
1527,Britzilam 10 - Strip of 14 Tablets,BRITZILAM10,STRIPOF14TABLETS
1528,BRITZILAM 100 - Strip of 14 Tablets,BRITZILAM100,STRIPOF14TABLETS
1529,BRITZILAM 100 - Strip of 15 Tablets,BRITZILAM100,STRIPOF15TABLETS
1530,BRITZILAM 25 - Strip of 14 Tablets,BRITZILAM25,STRIPOF14TABLETS
1531,BRITZILAM 50 - Strip of 14 Tablets,BRITZILAM50,STRIPOF14TABLETS
1532,BRITZILAM 50 - Strip of 15 Tablets,BRITZILAM50,STRIPOF15TABLETS
1533,BRITZILAM 75 - Strip of 14 Tablets,BRITZILAM75,STRIPOF14TABLETS
1534,BRITZILAM 75 - Strip of 15 Tablets,BRITZILAM75,STRIPOF15TABLETS
1535,Briv - Bottle of 100ml Syrup,BRIV,BOTTLEOF100MLSYRUP
1536,BRIV 100 - Strip of 10 Tablets,BRIV100,STRIPOF10TABLETS
1537,BRIV 25MG - Strip of 10 Tablets,BRIV25MG,STRIPOF10TABLETS
1538,BRIV 50 - Strip of 10 Tablets,BRIV50,STRIPOF10TABLETS
1539,BRIV 75 - Strip of 10 Tablets,BRIV75,STRIPOF10TABLETS
1540,Briv Plus 100 - Strip of 10 Tablets,BRIVPLUS100,STRIPOF10TABLETS
1541,Briv Plus 50 - Strip of 10 Tablets,BRIVPLUS50,STRIPOF10TABLETS
1542,Briv Plus 50 - Strip of 10 Tablets,BRIVPLUS50,STRIPOF10TABLETS
1543,Brivahenz - Strip of 10 Tablets,BRIVAHENZ,STRIPOF10TABLETS
1544,BRIVAHENZ 50 - Strip of 10 Tablets,BRIVAHENZ50,STRIPOF10TABLETS
1545,Brivahenz 75 - Strip of 10 Tablets,BRIVAHENZ75,STRIPOF10TABLETS
1546,Brivajoy 100 - Strip of 14 Tablets,BRIVAJOY100,STRIPOF14TABLETS
1547,BRIVAJOY 50 - Strip of 14 Tablets,BRIVAJOY50,STRIPOF14TABLETS
1548,BRIVAJOY 75 - Strip of 14 Tablets,BRIVAJOY75,STRIPOF14TABLETS
1549,Brivalex 100 - Strip of 15 Tablets,BRIVALEX100,STRIPOF15TABLETS
1550,BRIVALEX 50 - Strip of 15 Tablets,BRIVALEX50,STRIPOF15TABLETS
1551,BRIVANEXT 50 - Strip of 10 Tablets,BRIVANEXT50,STRIPOF10TABLETS
1552,Brivapride-100 - Strip of 10 Tablets,BRIVAPRIDE100,STRIPOF10TABLETS
1553,BRIVAPRIDE-50 - Strip of 10 Tablets,BRIVAPRIDE50,STRIPOF10TABLETS
1554,Brivapride-75 - Strip of 10 Tablets,BRIVAPRIDE75,STRIPOF10TABLETS
1555,BRIVASURE-100 - Strip of 10 Tablets,BRIVASURE100,STRIPOF10TABLETS
1556,BRIVASURE-25 - Strip of 10 Tablets,BRIVASURE25,STRIPOF10TABLETS
1557,BRIVASURE-50 - Strip of 10 Tablets,BRIVASURE50,STRIPOF10TABLETS
1558,BRIVASURE-75 - Strip of 10 Tablets,BRIVASURE75,STRIPOF10TABLETS
1559,Brivatab 25 - Strip of 10 Tablets,BRIVATAB25,STRIPOF10TABLETS
1560,Brivatab 50mg - Strip of 10 Tablets,BRIVATAB50MG,STRIPOF10TABLETS
1561,Brivazen - Bottle of 100ml Oral Solution,BRIVAZEN,BOTTLEOF100MLORALSOLUTION
1562,Brivazen 100 - Strip of 10 Tablets,BRIVAZEN100,STRIPOF10TABLETS
1563,BRIVAZEN 25 - Strip of 10 Tablets,BRIVAZEN25,STRIPOF10TABLETS
1564,BRIVAZEN 50 - Strip of 10 Tablets,BRIVAZEN50,STRIPOF10TABLETS
1565,BRIVAZEN 75 - Strip of 10 Tablets,BRIVAZEN75,STRIPOF10TABLETS
1566,Brivee-50 - Strip of 10 Tablets,BRIVEE50,STRIPOF10TABLETS
1567,Brivepsy 100 - Strip of 14 Tablets,BRIVEPSY100,STRIPOF14TABLETS
1568,BRIVEPSY 50 - Strip of 14 Tablets,BRIVEPSY50,STRIPOF14TABLETS
1569,Brivetoin 100 - Strip of 10 Tablets,BRIVETOIN100,STRIPOF10TABLETS
1570,Brivetoin 25 - Strip of 10 Tablets,BRIVETOIN25,STRIPOF10TABLETS
1571,Brivetoin 50 - Strip of 10 Tablets,BRIVETOIN50,STRIPOF10TABLETS
1572,Brivetoin 75 - Strip of 10 Tablets,BRIVETOIN75,STRIPOF10TABLETS
1573,Brivex - Bottle of 5 ml Eye Drops,BRIVEX,BOTTLEOF5MLEYEDROPS
1574,Brivgard - Bottle of 100ml Oral Solution,BRIVGARD,BOTTLEOF100MLORALSOLUTION
1575,BRIVGARD 100 - Strip of 10 Tablets,BRIVGARD100,STRIPOF10TABLETS
1576,BRIVGARD 50 - Strip of 10 Tablets,BRIVGARD50,STRIPOF10TABLETS
1577,BRIVGARD 75 - Strip of 10 Tablets,BRIVGARD75,STRIPOF10TABLETS
1578,Briviact 100mg - Strip of 14 Tablets,BRIVIACT100MG,STRIPOF14TABLETS
1579,Briviact 50mg - Strip of 14 Tablets,BRIVIACT50MG,STRIPOF14TABLETS
1580,Briviact 75mg - Strip of 14 Tablets,BRIVIACT75MG,STRIPOF14TABLETS
1581,Brivissa 50 - Strip of 10 Tablets,BRIVISSA50,STRIPOF10TABLETS
1582,BRIVUP 10MG/ML SYRUP - Bottle of 100 ml Syrup,BRIVUP10MG/MLSYRUP,BOTTLEOF100MLSYRUP
1583,Brivup 75 - Strip of 10 Tablets,BRIVUP75,STRIPOF10TABLETS
1584,Brivup-100 - Strip of 10 Tablets,BRIVUP100,STRIPOF10TABLETS
1585,BRIVUP-50 - Strip of 10 Tablets,BRIVUP50,STRIPOF10TABLETS
1586,Brizgap - Strip of 10 Tablets,BRIZGAP,STRIPOF10TABLETS
1587,BRO ZECODEX - Bottle of 100 ml Syrup,BROZECODEX,BOTTLEOF100MLSYRUP
1588,Bro Zedex LS - Bottle of 100 ml Syrup,BROZEDEXLS,BOTTLEOF100MLSYRUP
1589,Broadiclox Novo-500 - Strip of 10 Capsules,BROADICLOXNOVO500,STRIPOF10CAPSULES
1590,Broclear - Strip of 10 Tablets,BROCLEAR,STRIPOF10TABLETS
1591,BRODIL - Bottle of 100 ml Syrup,BRODIL,BOTTLEOF100MLSYRUP
1592,Brodil - Bottle of 60 ml Expectorant,BRODIL,BOTTLEOF60MLEXPECTORANT
1593,Brofentol Plus - Bottle of 100 ml Expectorant,BROFENTOLPLUS,BOTTLEOF100MLEXPECTORANT
1594,Brofer-XT - Strip of 10 Tablets,BROFERXT,STRIPOF10TABLETS
1595,Brogikoff S/F - Bottle of 100ml Syrup,BROGIKOFFS/F,BOTTLEOF100MLSYRUP
1596,Brom 2.5 Tablet 10's,BROM2.5TABLET10'S,
1597,Bromex Plus - Bottle of 100ml Expectorant,BROMEXPLUS,BOTTLEOF100MLEXPECTORANT
1598,Bromex Plus - Bottle of 100ml Syrup,BROMEXPLUS,BOTTLEOF100MLSYRUP
1599,BROMEZER - Strip of 10 Tablets,BROMEZER,STRIPOF10TABLETS
1600,Bromflam - Bottle of 10 ml Eye Drop,BROMFLAM,BOTTLEOF10MLEYEDROP
1601,Bromflam - Bottle of 5ml Eye Drops,BROMFLAM,BOTTLEOF5MLEYEDROPS
1602,Bromhexine Elixir - Bottle of 120 ml Syrup,BROMHEXINEELIXIR,BOTTLEOF120MLSYRUP
1603,Bromhexine Hydrochloride 8mg - Strip of 10 Tablets,BROMHEXINEHYDROCHLORIDE8MG,STRIPOF10TABLETS
1604,BROMICA - Bottle of 5 ml Eye Drops,BROMICA,BOTTLEOF5MLEYEDROPS
1605,Bromifax - Bottle of 5ml Eye Drops,BROMIFAX,BOTTLEOF5MLEYEDROPS
1606,Bromogesic - Strip of 10 Tablets,BROMOGESIC,STRIPOF10TABLETS
1607,BROMOSTAR-T - Bottle of 5 ml Eye Drops,BROMOSTART,BOTTLEOF5MLEYEDROPS
1608,Bromvue - Bottle of 5 ml Eye Drops,BROMVUE,BOTTLEOF5MLEYEDROPS
1609,Bronac 600 - Strip of 10 Tablets,BRONAC600,STRIPOF10TABLETS
1610,Bronchoril 100 mg - Strip of 10 Capsules,BRONCHORIL100MG,STRIPOF10CAPSULES
1611,Bronchoril-200 SR - Strip of 15 Tablets,BRONCHORIL200SR,STRIPOF15TABLETS
1612,Bronchoril-N600 - Strip of 10 Tablets,BRONCHORILN600,STRIPOF10TABLETS
1613,BRONCHOTUSS SOFTGEL - Strip of 10 Capsules,BRONCHOTUSSSOFTGEL,STRIPOF10CAPSULES
1614,Bronchowell - Pack of 300 gm Sugar Free Coffee Flav Powder,BRONCHOWELL,PACKOF300GMSUGARFREECOFFEEFLAVPOWDER
1615,Broncorex - Bottle of 100 ml Syrup,BRONCOREX,BOTTLEOF100MLSYRUP
1616,Broncorex - Bottle of 50 ml Syrup,BRONCOREX,BOTTLEOF50MLSYRUP
1617,Brophyle 100mg - Strip of 10 Capsules,BROPHYLE100MG,STRIPOF10CAPSULES
1618,Brophyle N - Strip of 10 Tablets,BROPHYLEN,STRIPOF10TABLETS
1619,Brophyle SR 200mg - Strip of 10 Tablets,BROPHYLESR200MG,STRIPOF10TABLETS
1620,Bro-Rt - Strip of 10 Tablets,BRORT,STRIPOF10TABLETS
1621,Brox AX SF - Bottle of 100 ml Syrup,BROXAXSF,BOTTLEOF100MLSYRUP
1622,Broxum LS - Bottle of 100ml Syrup,BROXUMLS,BOTTLEOF100MLSYRUP
1623,Broxum LS Syrup 100 ml,BROXUMLSSYRUP100ML,
1624,Bro-Zedex - Bottle of 100 ml Syrup,BROZEDEX,BOTTLEOF100MLSYRUP
1625,Brozedex LS - Bottle of 100ml Expectorant,BROZEDEXLS,BOTTLEOF100MLEXPECTORANT
1626,Brozedex LS - Bottle of 100ml Expectorant,BROZEDEXLS,BOTTLEOF100MLEXPECTORANT
1627,Bro-zedex LS - Bottle of 60 ml Syrup,BROZEDEXLS,BOTTLEOF60MLSYRUP
1628,Bro-Zedex LS 0.5 Raspberry Flavour - Bottle of 60 ml Expectorant,BROZEDEXLS0.5RASPBERRYFLAVOUR,BOTTLEOF60MLEXPECTORANT
1629,Brozedex LS Paediatric - Bottle of 15ml Drops,BROZEDEXLSPAEDIATRIC,BOTTLEOF15MLDROPS
1630,Bro-zedex SF - Bottle of 100 ml Syrup,BROZEDEXSF,BOTTLEOF100MLSYRUP
1631,Brozeet - Bottle of 100 ml Syrup,BROZEET,BOTTLEOF100MLSYRUP
1632,BROZEET - Bottle of 100ml Syrup,BROZEET,BOTTLEOF100MLSYRUP
1633,Brozeet Ls Plus - Bottel Of 100 Ml Syrup,BROZEETLSPLUS,BOTTELOF100MLSYRUP
1634,Brozeet SF - Bottle of 100 Ml Suspension,BROZEETSF,BOTTLEOF100MLSUSPENSION
1635,Brozeet-LS - Bottle of 100 ml Syrup,BROZEETLS,BOTTLEOF100MLSYRUP
1636,Brozeet-Ls - Bottle of 15 ml Drops,BROZEETLS,BOTTLEOF15MLDROPS
1637,BROZEET-LS 1MG - Bottle of 100 ml EXPECTORANT,BROZEETLS1MG,BOTTLEOF100MLEXPECTORANT
1638,BROZON-T - Bottle of 60 ML Syrup,BROZONT,BOTTLEOF60MLSYRUP
1639,Brufen 200 - Strip of 15 Tablets,BRUFEN200,STRIPOF15TABLETS
1640,Brufen 400 - Strip of 15 Tablets,BRUFEN400,STRIPOF15TABLETS
1641,Brufen 600 - Strip of 15 Tablets,BRUFEN600,STRIPOF15TABLETS
1642,Brufen Power - Bottle of 20g Metered Pain Relief Spray,BRUFENPOWER,BOTTLEOF20GMETEREDPAINRELIEFSPRAY
1643,Brufen Power - Bottle of 40g Metered Pain Relief Spray,BRUFENPOWER,BOTTLEOF40GMETEREDPAINRELIEFSPRAY
1644,Brugel - Tube of 30gm Gel,BRUGEL,TUBEOF30GMGEL
1645,Brugel Actifast Gel - 30GM,BRUGELACTIFASTGEL,30GM
1646,BRUPAL KID - Strip of 10 Tablets,BRUPALKID,STRIPOF10TABLETS
1647,BRUSTAN - Strip of 10 Tablets,BRUSTAN,STRIPOF10TABLETS
1648,Brutacef DS - Bottle of 30ml Suspension,BRUTACEFDS,BOTTLEOF30MLSUSPENSION
1649,Brutacef DS - Bottle of 30ml Suspension,BRUTACEFDS,BOTTLEOF30MLSUSPENSION
1650,BRUTACEF O - Strip of 10 Tablets,BRUTACEFO,STRIPOF10TABLETS
1651,Brutacef-200 DT - Strip of 10 Tablets,BRUTACEF200DT,STRIPOF10TABLETS
1652,Brutacef-O - Strip of 10 Tablets,BRUTACEFO,STRIPOF10TABLETS
1653,Brutaflam 90 - Strip of 10 Tablets,BRUTAFLAM90,STRIPOF10TABLETS
1654,BRUTAFLAM MR - Strip of 10 Tablets,BRUTAFLAMMR,STRIPOF10TABLETS
1655,BRUTAFLAM PLUS - Strip of 10 Tablets,BRUTAFLAMPLUS,STRIPOF10TABLETS
1656,Brutaflam-MR 4 - Strip of 10 Tablets,BRUTAFLAMMR4,STRIPOF10TABLETS
1657,BRUTAFLAM-PG - Strip of 10 Tablets,BRUTAFLAMPG,STRIPOF10TABLETS
1658,Brutal - Bottle of 10ml Suspension,BRUTAL,BOTTLEOF10MLSUSPENSION
1659,Brutozyme - Strip of 10 Tablets,BRUTOZYME,STRIPOF10TABLETS
1660,Bs Soft Moist - Bottle of 200ml Lotion,BSSOFTMOIST,BOTTLEOF200MLLOTION
1661,B-Stil 16 - Strip of 10 Tablets,BSTIL16,STRIPOF10TABLETS
1662,B-Stil 24 - Strip of 10 Tablets,BSTIL24,STRIPOF10TABLETS
1663,BSTIL 24mg - Strip of 3 Tablets,BSTIL24MG,STRIPOF3TABLETS
1664,B-Stil 8 - Strip of 10 Tablets,BSTIL8,STRIPOF10TABLETS
1665,Btablet - Strip of 10 Tablets,BTABLET,STRIPOF10TABLETS
1666,Btablet - Strip of 10 Tablets,BTABLET,STRIPOF10TABLETS
1667,B-Tex - Box of 14G Ointment,BTEX,BOXOF14GOINTMENT
1668,B-TEX SUPER - Tube of 14 gm Cream,BTEXSUPER,TUBEOF14GMCREAM
1669,BTN - Strip of 10 Tablets,BTN,STRIPOF10TABLETS
1670,BTN Forte - Strip of 10 Tablets,BTNFORTE,STRIPOF10TABLETS
1671,BTN Ultra - Strip of 10 Tablets,BTNULTRA,STRIPOF10TABLETS
1672,BTN Ultra - Strip of 30 Tablets,BTNULTRA,STRIPOF30TABLETS
1673,Btoneca - Bottle of 200ml Syrup,BTONECA,BOTTLEOF200MLSYRUP
1674,Btoneca-CZ Orange Flav - Bottle of 100ml Syrup,BTONECACZORANGEFLAV,BOTTLEOF100MLSYRUP
1675,Btoneca-CZ Orange Flavour - Strip of 30 Chewable Tablets,BTONECACZORANGEFLAVOUR,STRIPOF30CHEWABLETABLETS
1676,Btr - Strip of 10 Tablets,BTR,STRIPOF10TABLETS
1677,BTR-D - Strip of 10 Tablets,BTRD,STRIPOF10TABLETS
1678,Bubblewash - Bottle of 100ml Face Wash,BUBBLEWASH,BOTTLEOF100MLFACEWASH
1679,Budamate 100 - Bottle of 120 Metered Doses Inhaler,BUDAMATE100,BOTTLEOF120METEREDDOSESINHALER
1680,Budamate 100 - Bottle of 30 Capsules,BUDAMATE100,BOTTLEOF30CAPSULES
1681,Budamate 200 - Bottle of 120 Metered Doses Transhaler,BUDAMATE200,BOTTLEOF120METEREDDOSESTRANSHALER
1682,Budamate 200 - Bottle of 30 Capsules,BUDAMATE200,BOTTLEOF30CAPSULES
1683,Budamate 400 - Bottle of 120 Metered Doses Inhaler,BUDAMATE400,BOTTLEOF120METEREDDOSESINHALER
1684,Budamate 400 - Bottle of 30 Capsules,BUDAMATE400,BOTTLEOF30CAPSULES
1685,Budamate Forte - Bottle of 30 Capsules,BUDAMATEFORTE,BOTTLEOF30CAPSULES
1686,BUDAMATE NEB 0.5MG - Pack of 7x2ml Respules,BUDAMATENEB0.5MG,PACKOF7X2MLRESPULES
1687,Budamate Neb 0.5mg - Packet of 2ml Respules,BUDAMATENEB0.5MG,PACKETOF2MLRESPULES
1688,Budamate Neb 1 mg - Pack of 7x2ml Respules,BUDAMATENEB1MG,PACKOF7X2MLRESPULES
1689,Budamate Neb 1mg - Packet of 2ml Respules,BUDAMATENEB1MG,PACKETOF2MLRESPULES
1690,Budasure 0.5 - Bottle of 5x2ml Pulmules,BUDASURE0.5,BOTTLEOF5X2MLPULMULES
1691,Budate - Bottle of 2 ml of Transpules,BUDATE,BOTTLEOF2MLOFTRANSPULES
1692,Budate - Bottle of 21x2.5ml Transpules,BUDATE,BOTTLEOF21X2.5MLTRANSPULES
1693,Budate - Bottle of 7 x 2 ml of Transpules,BUDATE,BOTTLEOF7X2MLOFTRANSPULES
1694,Budate - Pack of 5 ml Transpules,BUDATE,PACKOF5MLTRANSPULES
1695,Budate 100 - Bottle of 200 Metered Doses Inhaler,BUDATE100,BOTTLEOF200METEREDDOSESINHALER
1696,Budate 200 - Bottle of 30 Capsules,BUDATE200,BOTTLEOF30CAPSULES
1697,Budate 400 - Bottle of 30 Capsules,BUDATE400,BOTTLEOF30CAPSULES
1698,Budate Forte Transpule - Bottle of 2 ml Suspension,BUDATEFORTETRANSPULE,BOTTLEOF2MLSUSPENSION
1699,Budate Metered Doses Inhaler - Pack of 200 Transhaler,BUDATEMETEREDDOSESINHALER,PACKOF200TRANSHALER
1700,Budaways-0.5mg - Bottle of 5 Respules,BUDAWAYS0.5MG,BOTTLEOF5RESPULES
1701,Budecel 0.5 - Bottle of 5x2ml Respules,BUDECEL0.5,BOTTLEOF5X2MLRESPULES
1702,BUDECORT 0.25MG - Pack of 5 × 2 Respules,BUDECORT0.25MG,PACKOF5×2RESPULES
1703,Budecort 0.5 mg - Pack of 5x2 ml Respules,BUDECORT0.5MG,PACKOF5X2MLRESPULES
1704,Budecort 1 mg - Respules of 5x2 ml Metered Doses Inhaler,BUDECORT1MG,RESPULESOF5X2MLMETEREDDOSESINHALER
1705,Budecort 100 - Bottle of 200 Metered Doses Inhaler,BUDECORT100,BOTTLEOF200METEREDDOSESINHALER
1706,Budecort 200 - Bottle of 200 Metered Doses Inhaler,BUDECORT200,BOTTLEOF200METEREDDOSESINHALER
1707,Budecort 200 Rotacaps - Bottle of 30 Capsules,BUDECORT200ROTACAPS,BOTTLEOF30CAPSULES
1708,Budecort 400 Rotacaps - Bottle of 30 Capsules,BUDECORT400ROTACAPS,BOTTLEOF30CAPSULES
1709,Budenase AQ - Bottle of 150 Metered Doses Nasal Spray,BUDENASEAQ,BOTTLEOF150METEREDDOSESNASALSPRAY
1710,Buderator 0.5mg - Bottle of 2ml Respules,BUDERATOR0.5MG,BOTTLEOF2MLRESPULES
1711,Budesal 0.5 mg - Respules of 5x2 ml Metered Doses Inhaler,BUDESAL0.5MG,RESPULESOF5X2MLMETEREDDOSESINHALER
1712,Budesal 0.5 mg - Sachet of 5x2 ml Respules,BUDESAL0.5MG,SACHETOF5X2MLRESPULES
1713,Budesal 0.5 mg - Strip of 2 ml Respule,BUDESAL0.5MG,STRIPOF2MLRESPULE
1714,Budesal 1 mg - Sachet of 5x2 ml Respules,BUDESAL1MG,SACHETOF5X2MLRESPULES
1715,Budeste 0.5mg - Pack of 2 ml Respule,BUDESTE0.5MG,PACKOF2MLRESPULE
1716,Budesules 0.5mg - Bottle of 5 Respules,BUDESULES0.5MG,BOTTLEOF5RESPULES
1717,Budetrol - Bottle of 5 Respules,BUDETROL,BOTTLEOF5RESPULES
1718,Budetrol 100 - Pack of 120 Metered Doses Inhaler,BUDETROL100,PACKOF120METEREDDOSESINHALER
1719,Budetrol 100mg - Strip of 30 Rotacaps,BUDETROL100MG,STRIPOF30ROTACAPS
